Molecule	Upper Manifold	M'	Sym'	#'	Lower Manifold	M"	Sym"	#"	Position	Intensity	Eupper	Elower	Spol	A	Width	Branch	Label
138BaF	A12	5	-	1	X	5	-	4	11627.3829769308	1072175.33894553	11631.6951153	4.3121383692	0.724930612244898	1072175.33894553	0	oP12(7)5,5	A12 v=0  5  4  1 F1f  5 - X v=0  7  8  1 F2f  5
138BaF	A12	-1	-	5	X	1	-	8	11627.3829769308	1072175.33894553	11631.6951153	4.3121383692	0.724930612244898	1072175.33894553	0	oP12(7)-1,1	A12 v=0  5  4  1 F1f -1 - X v=0  7  8  1 F2f  1
138BaF	A12	1	-	5	X	1	-	8	11627.3829769308	2144350.67789107	11631.6951153	4.3121383692	1.4498612244898	2144350.67789107	0	oP12(7)1,1	A12 v=0  5  4  1 F1f  1 - X v=0  7  8  1 F2f  1
138BaF	A12	-1	-	5	X	-1	-	8	11627.3829769308	2144350.67789107	11631.6951153	4.3121383692	1.4498612244898	2144350.67789107	0	oP12(7)-1,-1	A12 v=0  5  4  1 F1f -1 - X v=0  7  8  1 F2f -1
138BaF	A12	3	-	3	X	3	-	6	11627.3829769308	1786958.89824256	11631.6951153	4.3121383692	1.20821768707483	1786958.89824256	0	oP12(7)3,3	A12 v=0  5  4  1 F1f  3 - X v=0  7  8  1 F2f  3
138BaF	A12	-3	-	3	X	-5	-	4	11627.3829769308	2680438.34736384	11631.6951153	4.3121383692	1.81232653061225	2680438.34736384	0	oP12(7)-3,-5	A12 v=0  5  4  1 F1f -3 - X v=0  7  8  1 F2f -5
138BaF	A12	3	-	3	X	5	-	4	11627.3829769308	2680438.34736384	11631.6951153	4.3121383692	1.81232653061225	2680438.34736384	0	oP12(7)3,5	A12 v=0  5  4  1 F1f  3 - X v=0  7  8  1 F2f  5
138BaF	A12	1	-	5	X	-1	-	8	11627.3829769308	1072175.33894553	11631.6951153	4.3121383692	0.724930612244898	1072175.33894553	0	oP12(7)1,-1	A12 v=0  5  4  1 F1f  1 - X v=0  7  8  1 F2f -1
138BaF	A12	-3	-	3	X	-1	-	8	11627.3829769308	536087.669472767	11631.6951153	4.3121383692	0.362465306122449	536087.669472767	0	oP12(7)-3,-1	A12 v=0  5  4  1 F1f -3 - X v=0  7  8  1 F2f -1
138BaF	A12	3	-	3	X	1	-	8	11627.3829769308	536087.669472767	11631.6951153	4.3121383692	0.362465306122449	536087.669472767	0	oP12(7)3,1	A12 v=0  5  4  1 F1f  3 - X v=0  7  8  1 F2f  1
138BaF	A12	-1	-	5	X	-3	-	6	11627.3829769308	1786958.89824256	11631.6951153	4.3121383692	1.20821768707483	1786958.89824256	0	oP12(7)-1,-3	A12 v=0  5  4  1 F1f -1 - X v=0  7  8  1 F2f -3
138BaF	A12	5	-	1	X	7	-	2	11627.3829769308	3752613.68630937	11631.6951153	4.3121383692	2.53725714285714	3752613.68630937	0	oP12(7)5,7	A12 v=0  5  4  1 F1f  5 - X v=0  7  8  1 F2f  7
138BaF	A12	-5	-	1	X	-7	-	2	11627.3829769308	3752613.68630937	11631.6951153	4.3121383692	2.53725714285714	3752613.68630937	0	oP12(7)-5,-7	A12 v=0  5  4  1 F1f -5 - X v=0  7  8  1 F2f -7
138BaF	A12	-5	-	1	X	-3	-	6	11627.3829769308	178695.889824256	11631.6951153	4.3121383692	0.120821768707483	178695.889824256	0	oP12(7)-5,-3	A12 v=0  5  4  1 F1f -5 - X v=0  7  8  1 F2f -3
138BaF	A12	-5	-	1	X	-5	-	4	11627.3829769308	1072175.33894553	11631.6951153	4.3121383692	0.724930612244898	1072175.33894553	0	oP12(7)-5,-5	A12 v=0  5  4  1 F1f -5 - X v=0  7  8  1 F2f -5
138BaF	A12	5	-	1	X	3	-	6	11627.3829769308	178695.889824256	11631.6951153	4.3121383692	0.120821768707483	178695.889824256	0	oP12(7)5,3	A12 v=0  5  4  1 F1f  5 - X v=0  7  8  1 F2f  3
138BaF	A12	1	-	5	X	3	-	6	11627.3829769308	1786958.89824256	11631.6951153	4.3121383692	1.20821768707483	1786958.89824256	0	oP12(7)1,3	A12 v=0  5  4  1 F1f  1 - X v=0  7  8  1 F2f  3
138BaF	A12	-3	-	3	X	-3	-	6	11627.3829769308	1786958.89824256	11631.6951153	4.3121383692	1.20821768707483	1786958.89824256	0	oP12(7)-3,-3	A12 v=0  5  4  1 F1f -3 - X v=0  7  8  1 F2f -3
138BaF	A12	-11	-	24	X	-13	-	23	11627.4513564775	1972837.42946501	11693.5371233	66.085766822528	1.33387232653061	1972837.42946501	0	pP1(35)-11,-13	A12 v=0 33 32  1 F1e -11 - X v=0 35 34  1 F1e -13
138BaF	A12	17	-	18	X	19	-	17	11627.4513564775	2508934.55703703	11693.5371233	66.085766822528	1.69633763265306	2508934.55703703	0	pP1(35)17,19	A12 v=0 33 32  1 F1e 17 - X v=0 35 34  1 F1e 19
138BaF	A12	-9	-	26	X	-7	-	29	11627.4513564775	650464.514787378	11693.5371233	66.085766822528	0.439791238095238	650464.514787378	0	pP1(35)-9,-7	A12 v=0 33 32  1 F1e -9 - X v=0 35 34  1 F1e -7
138BaF	A12	-31	-	4	X	-29	-	7	11627.4513564775	21443.8851028806	11693.5371233	66.085766822528	0.014498612244898	21443.8851028806	0	pP1(35)-31,-29	A12 v=0 33 32  1 F1e -31 - X v=0 35 34  1 F1e -29
138BaF	A12	19	-	16	X	17	-	19	11627.4513564775	257326.621234567	11693.5371233	66.085766822528	0.173983346938776	257326.621234567	0	pP1(35)19,17	A12 v=0 33 32  1 F1e 19 - X v=0 35 34  1 F1e 17
138BaF	A12	-21	-	14	X	-19	-	17	11627.4513564775	200142.927626885	11693.5371233	66.085766822528	0.135320380952381	200142.927626885	0	pP1(35)-21,-19	A12 v=0 33 32  1 F1e -21 - X v=0 35 34  1 F1e -19
138BaF	A12	25	-	10	X	27	-	9	11627.4513564775	3323802.19094649	11693.5371233	66.085766822528	2.24728489795918	3323802.19094649	0	pP1(35)25,27	A12 v=0 33 32  1 F1e 25 - X v=0 35 34  1 F1e 27
138BaF	A12	17	-	18	X	17	-	19	11627.4513564775	1672623.03802469	11693.5371233	66.085766822528	1.13089175510204	1672623.03802469	0	pP1(35)17,17	A12 v=0 33 32  1 F1e 17 - X v=0 35 34  1 F1e 17
138BaF	A12	-7	-	28	X	-7	-	29	11627.4513564775	2101500.7400823	11693.5371233	66.085766822528	1.420864	2101500.7400823	0	pP1(35)-7,-7	A12 v=0 33 32  1 F1e -7 - X v=0 35 34  1 F1e -7
138BaF	A12	15	-	20	X	17	-	19	11627.4513564775	2323087.55281206	11693.5371233	66.085766822528	1.57068299319728	2323087.55281206	0	pP1(35)15,17	A12 v=0 33 32  1 F1e 15 - X v=0 35 34  1 F1e 17
138BaF	A12	-29	-	6	X	-29	-	7	11627.4513564775	686204.323292178	11693.5371233	66.085766822528	0.463955591836734	686204.323292178	0	pP1(35)-29,-29	A12 v=0 33 32  1 F1e -29 - X v=0 35 34  1 F1e -29
138BaF	A12	-5	-	30	X	-7	-	29	11627.4513564775	1501071.95720164	11693.5371233	66.085766822528	1.01490285714286	1501071.95720164	0	pP1(35)-5,-7	A12 v=0 33 32  1 F1e -5 - X v=0 35 34  1 F1e -7
138BaF	A12	17	-	18	X	15	-	21	11627.4513564775	321658.276543209	11693.5371233	66.085766822528	0.217479183673469	321658.276543209	0	pP1(35)17,15	A12 v=0 33 32  1 F1e 17 - X v=0 35 34  1 F1e 15
138BaF	A12	-7	-	28	X	-9	-	27	11627.4513564775	1651179.1529218	11693.5371233	66.085766822528	1.11639314285714	1651179.1529218	0	pP1(35)-7,-9	A12 v=0 33 32  1 F1e -7 - X v=0 35 34  1 F1e -9
138BaF	A12	-13	-	22	X	-13	-	23	11627.4513564775	1887061.88905349	11693.5371233	66.085766822528	1.27587787755102	1887061.88905349	0	pP1(35)-13,-13	A12 v=0 33 32  1 F1e -13 - X v=0 35 34  1 F1e -13
138BaF	A12	27	-	8	X	27	-	9	11627.4513564775	886347.250919064	11693.5371233	66.085766822528	0.599275972789116	886347.250919064	0	pP1(35)27,27	A12 v=0 33 32  1 F1e 27 - X v=0 35 34  1 F1e 27
138BaF	A12	27	-	8	X	25	-	11	11627.4513564775	71479.6170096019	11693.5371233	66.085766822528	0.0483287074829932	71479.6170096019	0	pP1(35)27,25	A12 v=0 33 32  1 F1e 27 - X v=0 35 34  1 F1e 25
138BaF	A12	15	-	20	X	15	-	21	11627.4513564775	1786990.42524005	11693.5371233	66.085766822528	1.20821768707483	1786990.42524005	0	pP1(35)15,15	A12 v=0 33 32  1 F1e 15 - X v=0 35 34  1 F1e 15
138BaF	A12	-33	-	2	X	-33	-	3	11627.4513564775	243030.697832647	11693.5371233	66.085766822528	0.164317605442177	243030.697832647	0	pP1(35)-33,-33	A12 v=0 33 32  1 F1e -33 - X v=0 35 34  1 F1e -33
138BaF	A12	-7	-	28	X	-5	-	31	11627.4513564775	750535.97860082	11693.5371233	66.085766822528	0.507451428571428	750535.97860082	0	pP1(35)-7,-5	A12 v=0 33 32  1 F1e -7 - X v=0 35 34  1 F1e -5
138BaF	A12	19	-	16	X	19	-	17	11627.4513564775	1543959.7274074	11693.5371233	66.085766822528	1.04390008163265	1543959.7274074	0	pP1(35)19,19	A12 v=0 33 32  1 F1e 19 - X v=0 35 34  1 F1e 19
138BaF	A12	-27	-	8	X	-29	-	7	11627.4513564775	3545389.00367626	11693.5371233	66.085766822528	2.39710389115646	3545389.00367626	0	pP1(35)-27,-29	A12 v=0 33 32  1 F1e -27 - X v=0 35 34  1 F1e -29
138BaF	A12	13	-	22	X	15	-	21	11627.4513564775	2144388.51028806	11693.5371233	66.085766822528	1.4498612244898	2144388.51028806	0	pP1(35)13,15	A12 v=0 33 32  1 F1e 13 - X v=0 35 34  1 F1e 15
138BaF	A12	-19	-	16	X	-21	-	15	11627.4513564775	2701929.52296295	11693.5371233	66.085766822528	1.82682514285714	2701929.52296295	0	pP1(35)-19,-21	A12 v=0 33 32  1 F1e -19 - X v=0 35 34  1 F1e -21
138BaF	A12	29	-	6	X	27	-	9	11627.4513564775	42887.7702057611	11693.5371233	66.085766822528	0.0289972244897959	42887.7702057611	0	pP1(35)29,27	A12 v=0 33 32  1 F1e 29 - X v=0 35 34  1 F1e 27
138BaF	A12	-29	-	6	X	-31	-	5	11627.4513564775	3774123.77810698	11693.5371233	66.085766822528	2.55175575510204	3774123.77810698	0	pP1(35)-29,-31	A12 v=0 33 32  1 F1e -29 - X v=0 35 34  1 F1e -31
138BaF	A12	21	-	14	X	19	-	17	11627.4513564775	200142.927626885	11693.5371233	66.085766822528	0.135320380952381	200142.927626885	0	pP1(35)21,19	A12 v=0 33 32  1 F1e 21 - X v=0 35 34  1 F1e 19
138BaF	A12	-5	-	30	X	-5	-	31	11627.4513564775	2144388.51028806	11693.5371233	66.085766822528	1.4498612244898	2144388.51028806	0	pP1(35)-5,-5	A12 v=0 33 32  1 F1e -5 - X v=0 35 34  1 F1e -5
138BaF	A12	15	-	20	X	13	-	23	11627.4513564775	393137.893552811	11693.5371233	66.085766822528	0.265807891156463	393137.893552811	0	pP1(35)15,13	A12 v=0 33 32  1 F1e 15 - X v=0 35 34  1 F1e 13
138BaF	A12	-29	-	6	X	-27	-	9	11627.4513564775	42887.7702057611	11693.5371233	66.085766822528	0.0289972244897959	42887.7702057611	0	pP1(35)-29,-27	A12 v=0 33 32  1 F1e -29 - X v=0 35 34  1 F1e -27
138BaF	A12	13	-	22	X	13	-	23	11627.4513564775	1887061.88905349	11693.5371233	66.085766822528	1.27587787755102	1887061.88905349	0	pP1(35)13,13	A12 v=0 33 32  1 F1e 13 - X v=0 35 34  1 F1e 13
138BaF	A12	-3	-	32	X	-5	-	31	11627.4513564775	1358112.72318244	11693.5371233	66.085766822528	0.91824544217687	1358112.72318244	0	pP1(35)-3,-5	A12 v=0 33 32  1 F1e -3 - X v=0 35 34  1 F1e -5
138BaF	A12	27	-	8	X	29	-	7	11627.4513564775	3545389.00367626	11693.5371233	66.085766822528	2.39710389115646	3545389.00367626	0	pP1(35)27,29	A12 v=0 33 32  1 F1e 27 - X v=0 35 34  1 F1e 29
138BaF	A12	11	-	24	X	13	-	23	11627.4513564775	1972837.42946501	11693.5371233	66.085766822528	1.33387232653061	1972837.42946501	0	pP1(35)11,13	A12 v=0 33 32  1 F1e 11 - X v=0 35 34  1 F1e 13
138BaF	A12	-5	-	30	X	-3	-	33	11627.4513564775	857755.404115223	11693.5371233	66.085766822528	0.579944489795918	857755.404115223	0	pP1(35)-5,-3	A12 v=0 33 32  1 F1e -5 - X v=0 35 34  1 F1e -3
138BaF	A12	13	-	22	X	11	-	25	11627.4513564775	471765.472263373	11693.5371233	66.085766822528	0.318969469387755	471765.472263373	0	pP1(35)13,11	A12 v=0 33 32  1 F1e 13 - X v=0 35 34  1 F1e 11
138BaF	A12	-27	-	8	X	-27	-	9	11627.4513564775	886347.250919064	11693.5371233	66.085766822528	0.599275972789116	886347.250919064	0	pP1(35)-27,-27	A12 v=0 33 32  1 F1e -27 - X v=0 35 34  1 F1e -27
138BaF	A12	-21	-	14	X	-21	-	15	11627.4513564775	1401000.4933882	11693.5371233	66.085766822528	0.947242666666667	1401000.4933882	0	pP1(35)-21,-21	A12 v=0 33 32  1 F1e -21 - X v=0 35 34  1 F1e -21
138BaF	A12	-9	-	26	X	-9	-	27	11627.4513564775	2044317.04647461	11693.5371233	66.085766822528	1.3822010340136	2044317.04647461	0	pP1(35)-9,-9	A12 v=0 33 32  1 F1e -9 - X v=0 35 34  1 F1e -9
138BaF	A12	-33	-	2	X	-35	-	1	11627.4513564775	4253037.21207131	11693.5371233	66.085766822528	2.87555809523809	4253037.21207131	0	pP1(35)-33,-35	A12 v=0 33 32  1 F1e -33 - X v=0 35 34  1 F1e -35
138BaF	A12	29	-	6	X	29	-	7	11627.4513564775	686204.323292178	11693.5371233	66.085766822528	0.463955591836734	686204.323292178	0	pP1(35)29,29	A12 v=0 33 32  1 F1e 29 - X v=0 35 34  1 F1e 29
138BaF	A12	-3	-	32	X	-3	-	33	11627.4513564775	2172980.3570919	11693.5371233	66.085766822528	1.46919270748299	2172980.3570919	0	pP1(35)-3,-3	A12 v=0 33 32  1 F1e -3 - X v=0 35 34  1 F1e -3
138BaF	A12	19	-	16	X	21	-	15	11627.4513564775	2701929.52296295	11693.5371233	66.085766822528	1.82682514285714	2701929.52296295	0	pP1(35)19,21	A12 v=0 33 32  1 F1e 19 - X v=0 35 34  1 F1e 21
138BaF	A12	11	-	24	X	11	-	25	11627.4513564775	1972837.42946501	11693.5371233	66.085766822528	1.33387232653061	1972837.42946501	0	pP1(35)11,11	A12 v=0 33 32  1 F1e 11 - X v=0 35 34  1 F1e 11
138BaF	A12	9	-	26	X	11	-	25	11627.4513564775	1808434.31034293	11693.5371233	66.085766822528	1.22271629931973	1808434.31034293	0	pP1(35)9,11	A12 v=0 33 32  1 F1e  9 - X v=0 35 34  1 F1e 11
138BaF	A12	-1	-	34	X	-3	-	33	11627.4513564775	1222301.45086419	11693.5371233	66.085766822528	0.826420897959183	1222301.45086419	0	pP1(35)-1,-3	A12 v=0 33 32  1 F1e -1 - X v=0 35 34  1 F1e -3
138BaF	A12	31	-	4	X	29	-	7	11627.4513564775	21443.8851028806	11693.5371233	66.085766822528	0.014498612244898	21443.8851028806	0	pP1(35)31,29	A12 v=0 33 32  1 F1e 31 - X v=0 35 34  1 F1e 29
138BaF	A12	-25	-	10	X	-27	-	9	11627.4513564775	3323802.19094649	11693.5371233	66.085766822528	2.24728489795918	3323802.19094649	0	pP1(35)-25,-27	A12 v=0 33 32  1 F1e -25 - X v=0 35 34  1 F1e -27
138BaF	A12	-13	-	22	X	-15	-	21	11627.4513564775	2144388.51028806	11693.5371233	66.085766822528	1.4498612244898	2144388.51028806	0	pP1(35)-13,-15	A12 v=0 33 32  1 F1e -13 - X v=0 35 34  1 F1e -15
138BaF	A12	-17	-	18	X	-19	-	17	11627.4513564775	2508934.55703703	11693.5371233	66.085766822528	1.69633763265306	2508934.55703703	0	pP1(35)-17,-19	A12 v=0 33 32  1 F1e -17 - X v=0 35 34  1 F1e -19
138BaF	A12	11	-	24	X	9	-	27	11627.4513564775	557541.012674895	11693.5371233	66.085766822528	0.376963918367347	557541.012674895	0	pP1(35)11,9	A12 v=0 33 32  1 F1e 11 - X v=0 35 34  1 F1e  9
138BaF	A12	-3	-	32	X	-1	-	35	11627.4513564775	972122.791330586	11693.5371233	66.085766822528	0.657270421768707	972122.791330586	0	pP1(35)-3,-1	A12 v=0 33 32  1 F1e -3 - X v=0 35 34  1 F1e -1
138BaF	A12	-31	-	4	X	-31	-	5	11627.4513564775	471765.472263373	11693.5371233	66.085766822528	0.318969469387755	471765.472263373	0	pP1(35)-31,-31	A12 v=0 33 32  1 F1e -31 - X v=0 35 34  1 F1e -31
138BaF	A12	29	-	6	X	31	-	5	11627.4513564775	3774123.77810698	11693.5371233	66.085766822528	2.55175575510204	3774123.77810698	0	pP1(35)29,31	A12 v=0 33 32  1 F1e 29 - X v=0 35 34  1 F1e 31
138BaF	A12	-19	-	16	X	-19	-	17	11627.4513564775	1543959.7274074	11693.5371233	66.085766822528	1.04390008163265	1543959.7274074	0	pP1(35)-19,-19	A12 v=0 33 32  1 F1e -19 - X v=0 35 34  1 F1e -19
138BaF	A12	25	-	10	X	25	-	11	11627.4513564775	1072194.25514403	11693.5371233	66.085766822528	0.724930612244898	1072194.25514403	0	pP1(35)25,25	A12 v=0 33 32  1 F1e 25 - X v=0 35 34  1 F1e 25
138BaF	A12	21	-	14	X	21	-	15	11627.4513564775	1401000.4933882	11693.5371233	66.085766822528	0.947242666666667	1401000.4933882	0	pP1(35)21,21	A12 v=0 33 32  1 F1e 21 - X v=0 35 34  1 F1e 21
138BaF	A12	9	-	26	X	9	-	27	11627.4513564775	2044317.04647461	11693.5371233	66.085766822528	1.3822010340136	2044317.04647461	0	pP1(35)9,9	A12 v=0 33 32  1 F1e  9 - X v=0 35 34  1 F1e  9
138BaF	A12	-23	-	12	X	-21	-	15	11627.4513564775	150107.195720164	11693.5371233	66.085766822528	0.101490285714286	150107.195720164	0	pP1(35)-23,-21	A12 v=0 33 32  1 F1e -23 - X v=0 35 34  1 F1e -21
138BaF	A12	-27	-	8	X	-25	-	11	11627.4513564775	71479.6170096019	11693.5371233	66.085766822528	0.0483287074829932	71479.6170096019	0	pP1(35)-27,-25	A12 v=0 33 32  1 F1e -27 - X v=0 35 34  1 F1e -25
138BaF	A12	-19	-	16	X	-17	-	19	11627.4513564775	257326.621234567	11693.5371233	66.085766822528	0.173983346938776	257326.621234567	0	pP1(35)-19,-17	A12 v=0 33 32  1 F1e -19 - X v=0 35 34  1 F1e -17
138BaF	A12	7	-	28	X	9	-	27	11627.4513564775	1651179.1529218	11693.5371233	66.085766822528	1.11639314285714	1651179.1529218	0	pP1(35)7,9	A12 v=0 33 32  1 F1e  7 - X v=0 35 34  1 F1e  9
138BaF	A12	-1	-	34	X	-1	-	35	11627.4513564775	2187276.28049382	11693.5371233	66.085766822528	1.47885844897959	2187276.28049382	0	pP1(35)-1,-1	A12 v=0 33 32  1 F1e -1 - X v=0 35 34  1 F1e -1
138BaF	A12	31	-	4	X	31	-	5	11627.4513564775	471765.472263373	11693.5371233	66.085766822528	0.318969469387755	471765.472263373	0	pP1(35)31,31	A12 v=0 33 32  1 F1e 31 - X v=0 35 34  1 F1e 31
138BaF	A12	-15	-	20	X	-17	-	19	11627.4513564775	2323087.55281206	11693.5371233	66.085766822528	1.57068299319728	2323087.55281206	0	pP1(35)-15,-17	A12 v=0 33 32  1 F1e -15 - X v=0 35 34  1 F1e -17
138BaF	A12	9	-	26	X	7	-	29	11627.4513564775	650464.514787378	11693.5371233	66.085766822528	0.439791238095238	650464.514787378	0	pP1(35)9,7	A12 v=0 33 32  1 F1e  9 - X v=0 35 34  1 F1e  7
138BaF	A12	-11	-	24	X	-9	-	27	11627.4513564775	557541.012674895	11693.5371233	66.085766822528	0.376963918367347	557541.012674895	0	pP1(35)-11,-9	A12 v=0 33 32  1 F1e -11 - X v=0 35 34  1 F1e -9
138BaF	A12	1	-	34	X	-1	-	35	11627.4513564775	1093638.14024691	11693.5371233	66.085766822528	0.739429224489796	1093638.14024691	0	pP1(35)1,-1	A12 v=0 33 32  1 F1e  1 - X v=0 35 34  1 F1e -1
138BaF	A12	-17	-	18	X	-17	-	19	11627.4513564775	1672623.03802469	11693.5371233	66.085766822528	1.13089175510204	1672623.03802469	0	pP1(35)-17,-17	A12 v=0 33 32  1 F1e -17 - X v=0 35 34  1 F1e -17
138BaF	A12	-15	-	20	X	-15	-	21	11627.4513564775	1786990.42524005	11693.5371233	66.085766822528	1.20821768707483	1786990.42524005	0	pP1(35)-15,-15	A12 v=0 33 32  1 F1e -15 - X v=0 35 34  1 F1e -15
138BaF	A12	33	-	2	X	31	-	5	11627.4513564775	7147.96170096019	11693.5371233	66.085766822528	0.00483287074829932	7147.96170096019	0	pP1(35)33,31	A12 v=0 33 32  1 F1e 33 - X v=0 35 34  1 F1e 31
138BaF	A12	7	-	28	X	7	-	29	11627.4513564775	2101500.7400823	11693.5371233	66.085766822528	1.420864	2101500.7400823	0	pP1(35)7,7	A12 v=0 33 32  1 F1e  7 - X v=0 35 34  1 F1e  7
138BaF	A12	-25	-	10	X	-25	-	11	11627.4513564775	1072194.25514403	11693.5371233	66.085766822528	0.724930612244898	1072194.25514403	0	pP1(35)-25,-25	A12 v=0 33 32  1 F1e -25 - X v=0 35 34  1 F1e -25
138BaF	A12	-21	-	14	X	-23	-	13	11627.4513564775	2902072.45058984	11693.5371233	66.085766822528	1.96214552380952	2902072.45058984	0	pP1(35)-21,-23	A12 v=0 33 32  1 F1e -21 - X v=0 35 34  1 F1e -23
138BaF	A12	-1	-	34	X	1	-	35	11627.4513564775	1093638.14024691	11693.5371233	66.085766822528	0.739429224489796	1093638.14024691	0	pP1(35)-1,1	A12 v=0 33 32  1 F1e -1 - X v=0 35 34  1 F1e  1
138BaF	A12	23	-	12	X	21	-	15	11627.4513564775	150107.195720164	11693.5371233	66.085766822528	0.101490285714286	150107.195720164	0	pP1(35)23,21	A12 v=0 33 32  1 F1e 23 - X v=0 35 34  1 F1e 21
138BaF	A12	5	-	30	X	7	-	29	11627.4513564775	1501071.95720164	11693.5371233	66.085766822528	1.01490285714286	1501071.95720164	0	pP1(35)5,7	A12 v=0 33 32  1 F1e  5 - X v=0 35 34  1 F1e  7
138BaF	A12	31	-	4	X	33	-	3	11627.4513564775	4010006.51423867	11693.5371233	66.085766822528	2.71124048979592	4010006.51423867	0	pP1(35)31,33	A12 v=0 33 32  1 F1e 31 - X v=0 35 34  1 F1e 33
138BaF	A12	1	-	34	X	1	-	35	11627.4513564775	2187276.28049382	11693.5371233	66.085766822528	1.47885844897959	2187276.28049382	0	pP1(35)1,1	A12 v=0 33 32  1 F1e  1 - X v=0 35 34  1 F1e  1
138BaF	A12	7	-	28	X	5	-	31	11627.4513564775	750535.97860082	11693.5371233	66.085766822528	0.507451428571428	750535.97860082	0	pP1(35)7,5	A12 v=0 33 32  1 F1e  7 - X v=0 35 34  1 F1e  5
138BaF	A12	-23	-	12	X	-25	-	11	11627.4513564775	3109363.33991768	11693.5371233	66.085766822528	2.1022987755102	3109363.33991768	0	pP1(35)-23,-25	A12 v=0 33 32  1 F1e -23 - X v=0 35 34  1 F1e -25
138BaF	A12	3	-	32	X	1	-	35	11627.4513564775	972122.791330586	11693.5371233	66.085766822528	0.657270421768707	972122.791330586	0	pP1(35)3,1	A12 v=0 33 32  1 F1e  3 - X v=0 35 34  1 F1e  1
138BaF	A12	-13	-	22	X	-11	-	25	11627.4513564775	471765.472263373	11693.5371233	66.085766822528	0.318969469387755	471765.472263373	0	pP1(35)-13,-11	A12 v=0 33 32  1 F1e -13 - X v=0 35 34  1 F1e -11
138BaF	A12	-17	-	18	X	-15	-	21	11627.4513564775	321658.276543209	11693.5371233	66.085766822528	0.217479183673469	321658.276543209	0	pP1(35)-17,-15	A12 v=0 33 32  1 F1e -17 - X v=0 35 34  1 F1e -15
138BaF	A12	33	-	2	X	33	-	3	11627.4513564775	243030.697832647	11693.5371233	66.085766822528	0.164317605442177	243030.697832647	0	pP1(35)33,33	A12 v=0 33 32  1 F1e 33 - X v=0 35 34  1 F1e 33
138BaF	A12	5	-	30	X	5	-	31	11627.4513564775	2144388.51028806	11693.5371233	66.085766822528	1.4498612244898	2144388.51028806	0	pP1(35)5,5	A12 v=0 33 32  1 F1e  5 - X v=0 35 34  1 F1e  5
138BaF	A12	-23	-	12	X	-23	-	13	11627.4513564775	1243745.33596707	11693.5371233	66.085766822528	0.840919510204082	1243745.33596707	0	pP1(35)-23,-23	A12 v=0 33 32  1 F1e -23 - X v=0 35 34  1 F1e -23
138BaF	A12	3	-	32	X	5	-	31	11627.4513564775	1358112.72318244	11693.5371233	66.085766822528	0.91824544217687	1358112.72318244	0	pP1(35)3,5	A12 v=0 33 32  1 F1e  3 - X v=0 35 34  1 F1e  5
138BaF	A12	1	-	34	X	3	-	33	11627.4513564775	1222301.45086419	11693.5371233	66.085766822528	0.826420897959183	1222301.45086419	0	pP1(35)1,3	A12 v=0 33 32  1 F1e  1 - X v=0 35 34  1 F1e  3
138BaF	A12	-25	-	10	X	-23	-	13	11627.4513564775	107219.425514403	11693.5371233	66.085766822528	0.0724930612244898	107219.425514403	0	pP1(35)-25,-23	A12 v=0 33 32  1 F1e -25 - X v=0 35 34  1 F1e -23
138BaF	A12	33	-	2	X	35	-	1	11627.4513564775	4253037.21207131	11693.5371233	66.085766822528	2.87555809523809	4253037.21207131	0	pP1(35)33,35	A12 v=0 33 32  1 F1e 33 - X v=0 35 34  1 F1e 35
138BaF	A12	5	-	30	X	3	-	33	11627.4513564775	857755.404115223	11693.5371233	66.085766822528	0.579944489795918	857755.404115223	0	pP1(35)5,3	A12 v=0 33 32  1 F1e  5 - X v=0 35 34  1 F1e  3
138BaF	A12	3	-	32	X	3	-	33	11627.4513564775	2172980.3570919	11693.5371233	66.085766822528	1.46919270748299	2172980.3570919	0	pP1(35)3,3	A12 v=0 33 32  1 F1e  3 - X v=0 35 34  1 F1e  3
138BaF	A12	-15	-	20	X	-13	-	23	11627.4513564775	393137.893552811	11693.5371233	66.085766822528	0.265807891156463	393137.893552811	0	pP1(35)-15,-13	A12 v=0 33 32  1 F1e -15 - X v=0 35 34  1 F1e -13
138BaF	A12	-31	-	4	X	-33	-	3	11627.4513564775	4010006.51423867	11693.5371233	66.085766822528	2.71124048979592	4010006.51423867	0	pP1(35)-31,-33	A12 v=0 33 32  1 F1e -31 - X v=0 35 34  1 F1e -33
138BaF	A12	-9	-	26	X	-11	-	25	11627.4513564775	1808434.31034293	11693.5371233	66.085766822528	1.22271629931973	1808434.31034293	0	pP1(35)-9,-11	A12 v=0 33 32  1 F1e -9 - X v=0 35 34  1 F1e -11
138BaF	A12	23	-	12	X	25	-	11	11627.4513564775	3109363.33991768	11693.5371233	66.085766822528	2.1022987755102	3109363.33991768	0	pP1(35)23,25	A12 v=0 33 32  1 F1e 23 - X v=0 35 34  1 F1e 25
138BaF	A12	21	-	14	X	23	-	13	11627.4513564775	2902072.45058984	11693.5371233	66.085766822528	1.96214552380952	2902072.45058984	0	pP1(35)21,23	A12 v=0 33 32  1 F1e 21 - X v=0 35 34  1 F1e 23
138BaF	A12	-33	-	2	X	-31	-	5	11627.4513564775	7147.96170096019	11693.5371233	66.085766822528	0.00483287074829932	7147.96170096019	0	pP1(35)-33,-31	A12 v=0 33 32  1 F1e -33 - X v=0 35 34  1 F1e -31
