Molecule	Upper Manifold	M'	Sym'	#'	Lower Manifold	M"	Sym"	#"	Position	Intensity	Eupper	Elower	Spol	A	Width	Branch	Label
138BaF	A12	25	-	1	X	23	-	2	11630.6119244539	4206429.78511762	11664.2777813	33.665856846128	2.841728	4206429.78511762	0	qR12(23)25,23	A12 v=0 25 24  1 F1f 25 - X v=0 23 24  1 F2f 23
138BaF	A12	11	-	15	X	11	-	14	11630.6119244539	1766700.5097494	11664.2777813	33.665856846128	1.19352576	1766700.5097494	0	qR12(23)11,11	A12 v=0 25 24  1 F1f 11 - X v=0 23 24  1 F2f 11
138BaF	A12	-15	-	11	X	-15	-	10	11630.6119244539	1402143.26170588	11664.2777813	33.665856846128	0.947242666666667	1402143.26170588	0	qR12(23)-15,-15	A12 v=0 25 24  1 F1f -15 - X v=0 23 24  1 F2f -15
138BaF	A12	-23	-	3	X	-21	-	4	11630.6119244539	3869915.40230821	11664.2777813	33.665856846128	2.61438976	3869915.40230821	0	qR12(23)-23,-21	A12 v=0 25 24  1 F1f -23 - X v=0 23 24  1 F2f -21
138BaF	A12	23	-	3	X	23	-	2	11630.6119244539	336514.38280941	11664.2777813	33.665856846128	0.22733824	336514.38280941	0	qR12(23)23,23	A12 v=0 25 24  1 F1f 23 - X v=0 23 24  1 F2f 23
138BaF	A12	-5	-	21	X	-3	-	22	11630.6119244539	1472250.42479117	11664.2777813	33.665856846128	0.994604800000001	1472250.42479117	0	qR12(23)-5,-3	A12 v=0 25 24  1 F1f -5 - X v=0 23 24  1 F2f -3
138BaF	A12	15	-	11	X	13	-	12	11630.6119244539	2664072.19724116	11664.2777813	33.665856846128	1.79976106666667	2664072.19724116	0	qR12(23)15,13	A12 v=0 25 24  1 F1f 15 - X v=0 23 24  1 F2f 13
138BaF	A12	-21	-	5	X	-23	-	2	11630.6119244539	14021.4326170587	11664.2777813	33.665856846128	0.00947242666666667	14021.4326170587	0	qR12(23)-21,-23	A12 v=0 25 24  1 F1f -21 - X v=0 23 24  1 F2f -23
138BaF	A12	-11	-	15	X	-11	-	14	11630.6119244539	1766700.5097494	11664.2777813	33.665856846128	1.19352576	1766700.5097494	0	qR12(23)-11,-11	A12 v=0 25 24  1 F1f -11 - X v=0 23 24  1 F2f -11
138BaF	A12	7	-	19	X	5	-	20	11630.6119244539	1682571.91404705	11664.2777813	33.665856846128	1.1366912	1682571.91404705	0	qR12(23)7,5	A12 v=0 25 24  1 F1f  7 - X v=0 23 24  1 F2f  5
138BaF	A12	-3	-	23	X	-3	-	22	11630.6119244539	2159300.62302705	11664.2777813	33.665856846128	1.45875370666667	2159300.62302705	0	qR12(23)-3,-3	A12 v=0 25 24  1 F1f -3 - X v=0 23 24  1 F2f -3
138BaF	A12	-17	-	9	X	-15	-	10	11630.6119244539	2944500.84958234	11664.2777813	33.665856846128	1.9892096	2944500.84958234	0	qR12(23)-17,-15	A12 v=0 25 24  1 F1f -17 - X v=0 23 24  1 F2f -15
138BaF	A12	21	-	5	X	23	-	2	11630.6119244539	14021.4326170587	11664.2777813	33.665856846128	0.00947242666666667	14021.4326170587	0	qR12(23)21,23	A12 v=0 25 24  1 F1f 21 - X v=0 23 24  1 F2f 23
138BaF	A12	7	-	19	X	9	-	16	11630.6119244539	504771.574214115	11664.2777813	33.665856846128	0.34100736	504771.574214115	0	qR12(23)7,9	A12 v=0 25 24  1 F1f  7 - X v=0 23 24  1 F2f  9
138BaF	A12	3	-	23	X	3	-	22	11630.6119244539	2159300.62302705	11664.2777813	33.665856846128	1.45875370666667	2159300.62302705	0	qR12(23)3,3	A12 v=0 25 24  1 F1f  3 - X v=0 23 24  1 F2f  3
138BaF	A12	-21	-	5	X	-21	-	4	11630.6119244539	644985.900384702	11664.2777813	33.665856846128	0.435731626666667	644985.900384702	0	qR12(23)-21,-21	A12 v=0 25 24  1 F1f -21 - X v=0 23 24  1 F2f -21
138BaF	A12	-11	-	15	X	-9	-	16	11630.6119244539	2145279.19040999	11664.2777813	33.665856846128	1.44928128	2145279.19040999	0	qR12(23)-11,-9	A12 v=0 25 24  1 F1f -11 - X v=0 23 24  1 F2f -9
138BaF	A12	3	-	23	X	1	-	24	11630.6119244539	1275950.36815235	11664.2777813	33.665856846128	0.861990826666667	1275950.36815235	0	qR12(23)3,1	A12 v=0 25 24  1 F1f  3 - X v=0 23 24  1 F2f  1
138BaF	A12	15	-	11	X	15	-	10	11630.6119244539	1402143.26170588	11664.2777813	33.665856846128	0.947242666666667	1402143.26170588	0	qR12(23)15,15	A12 v=0 25 24  1 F1f 15 - X v=0 23 24  1 F2f 15
138BaF	A12	15	-	11	X	17	-	8	11630.6119244539	140214.326170587	11664.2777813	33.665856846128	0.0947242666666667	140214.326170587	0	qR12(23)15,17	A12 v=0 25 24  1 F1f 15 - X v=0 23 24  1 F2f 17
138BaF	A12	13	-	13	X	15	-	10	11630.6119244539	210321.489255881	11664.2777813	33.665856846128	0.1420864	210321.489255881	0	qR12(23)13,15	A12 v=0 25 24  1 F1f 13 - X v=0 23 24  1 F2f 15
138BaF	A12	-9	-	17	X	-7	-	18	11630.6119244539	1906914.83591999	11664.2777813	33.665856846128	1.28825002666667	1906914.83591999	0	qR12(23)-9,-7	A12 v=0 25 24  1 F1f -9 - X v=0 23 24  1 F2f -7
138BaF	A12	17	-	9	X	19	-	6	11630.6119244539	84128.5957023525	11664.2777813	33.665856846128	0.05683456	84128.5957023525	0	qR12(23)17,19	A12 v=0 25 24  1 F1f 17 - X v=0 23 24  1 F2f 19
138BaF	A12	1	-	25	X	1	-	24	11630.6119244539	2187343.48826116	11664.2777813	33.665856846128	1.47769856	2187343.48826116	0	qR12(23)1,1	A12 v=0 25 24  1 F1f  1 - X v=0 23 24  1 F2f  1
138BaF	A12	-17	-	9	X	-17	-	8	11630.6119244539	1177800.33983293	11664.2777813	33.665856846128	0.79568384	1177800.33983293	0	qR12(23)-17,-17	A12 v=0 25 24  1 F1f -17 - X v=0 23 24  1 F2f -17
138BaF	A12	7	-	19	X	7	-	18	11630.6119244539	2019086.29685646	11664.2777813	33.665856846128	1.36402944	2019086.29685646	0	qR12(23)7,7	A12 v=0 25 24  1 F1f  7 - X v=0 23 24  1 F2f  7
138BaF	A12	-19	-	7	X	-19	-	6	11630.6119244539	925414.552725877	11664.2777813	33.665856846128	0.62518016	925414.552725877	0	qR12(23)-19,-19	A12 v=0 25 24  1 F1f -19 - X v=0 23 24  1 F2f -19
138BaF	A12	-23	-	3	X	-23	-	2	11630.6119244539	336514.38280941	11664.2777813	33.665856846128	0.22733824	336514.38280941	0	qR12(23)-23,-23	A12 v=0 25 24  1 F1f -23 - X v=0 23 24  1 F2f -23
138BaF	A12	19	-	7	X	17	-	8	11630.6119244539	3238950.93454057	11664.2777813	33.665856846128	2.18813056	3238950.93454057	0	qR12(23)19,17	A12 v=0 25 24  1 F1f 19 - X v=0 23 24  1 F2f 17
138BaF	A12	17	-	9	X	15	-	10	11630.6119244539	2944500.84958234	11664.2777813	33.665856846128	1.9892096	2944500.84958234	0	qR12(23)17,15	A12 v=0 25 24  1 F1f 17 - X v=0 23 24  1 F2f 15
138BaF	A12	-21	-	5	X	-19	-	6	11630.6119244539	3547422.45211586	11664.2777813	33.665856846128	2.39652394666667	3547422.45211586	0	qR12(23)-21,-19	A12 v=0 25 24  1 F1f -21 - X v=0 23 24  1 F2f -19
138BaF	A12	-15	-	11	X	-17	-	8	11630.6119244539	140214.326170587	11664.2777813	33.665856846128	0.0947242666666667	140214.326170587	0	qR12(23)-15,-17	A12 v=0 25 24  1 F1f -15 - X v=0 23 24  1 F2f -17
138BaF	A12	5	-	21	X	7	-	18	11630.6119244539	630964.467767644	11664.2777813	33.665856846128	0.4262592	630964.467767644	0	qR12(23)5,7	A12 v=0 25 24  1 F1f  5 - X v=0 23 24  1 F2f  7
138BaF	A12	9	-	17	X	9	-	16	11630.6119244539	1906914.83591999	11664.2777813	33.665856846128	1.28825002666667	1906914.83591999	0	qR12(23)9,9	A12 v=0 25 24  1 F1f  9 - X v=0 23 24  1 F2f  9
138BaF	A12	-1	-	25	X	1	-	24	11630.6119244539	1093671.74413058	11664.2777813	33.665856846128	0.73884928	1093671.74413058	0	qR12(23)-1,1	A12 v=0 25 24  1 F1f -1 - X v=0 23 24  1 F2f  1
138BaF	A12	-5	-	21	X	-5	-	20	11630.6119244539	2103214.89255881	11664.2777813	33.665856846128	1.420864	2103214.89255881	0	qR12(23)-5,-5	A12 v=0 25 24  1 F1f -5 - X v=0 23 24  1 F2f -5
138BaF	A12	17	-	9	X	17	-	8	11630.6119244539	1177800.33983293	11664.2777813	33.665856846128	0.79568384	1177800.33983293	0	qR12(23)17,17	A12 v=0 25 24  1 F1f 17 - X v=0 23 24  1 F2f 17
138BaF	A12	19	-	7	X	19	-	6	11630.6119244539	925414.552725877	11664.2777813	33.665856846128	0.62518016	925414.552725877	0	qR12(23)19,19	A12 v=0 25 24  1 F1f 19 - X v=0 23 24  1 F2f 19
138BaF	A12	21	-	5	X	19	-	6	11630.6119244539	3547422.45211586	11664.2777813	33.665856846128	2.39652394666667	3547422.45211586	0	qR12(23)21,19	A12 v=0 25 24  1 F1f 21 - X v=0 23 24  1 F2f 19
138BaF	A12	-7	-	19	X	-7	-	18	11630.6119244539	2019086.29685646	11664.2777813	33.665856846128	1.36402944	2019086.29685646	0	qR12(23)-7,-7	A12 v=0 25 24  1 F1f -7 - X v=0 23 24  1 F2f -7
138BaF	A12	-5	-	21	X	-7	-	18	11630.6119244539	630964.467767644	11664.2777813	33.665856846128	0.4262592	630964.467767644	0	qR12(23)-5,-7	A12 v=0 25 24  1 F1f -5 - X v=0 23 24  1 F2f -7
138BaF	A12	-7	-	19	X	-5	-	20	11630.6119244539	1682571.91404705	11664.2777813	33.665856846128	1.1366912	1682571.91404705	0	qR12(23)-7,-5	A12 v=0 25 24  1 F1f -7 - X v=0 23 24  1 F2f -5
138BaF	A12	-7	-	19	X	-9	-	16	11630.6119244539	504771.574214115	11664.2777813	33.665856846128	0.34100736	504771.574214115	0	qR12(23)-7,-9	A12 v=0 25 24  1 F1f -7 - X v=0 23 24  1 F2f -9
138BaF	A12	11	-	9	X	11	-	9	11630.6127706112	2664232.19225837	11650.0587452	19.4459745888	1.79986876129338	2664232.19225837	0	qQ1(19)11,11	A12 v=0 19 18  1 F1f 11 - X v=0 19 18  1 F1e 11
138BaF	A12	-7	-	13	X	-9	-	11	11630.6127706112	3699099.24214385	11650.0587452	19.4459745888	2.49899133799411	3699099.24214385	0	qQ1(19)-7,-9	A12 v=0 19 18  1 F1f -7 - X v=0 19 18  1 F1e -9
138BaF	A12	-5	-	15	X	-7	-	13	11630.6127706112	4007357.5123225	11650.0587452	19.4459745888	2.70724061616028	4007357.5123225	0	qQ1(19)-5,-7	A12 v=0 19 18  1 F1f -5 - X v=0 19 18  1 F1e -7
138BaF	A12	-7	-	13	X	-5	-	15	11630.6127706112	4007357.5123225	11650.0587452	19.4459745888	2.70724061616028	4007357.5123225	0	qQ1(19)-7,-5	A12 v=0 19 18  1 F1f -7 - X v=0 19 18  1 F1e -5
138BaF	A12	-19	-	1	X	-17	-	3	11630.6127706112	836701.019056346	11650.0587452	19.4459745888	0.565248040736763	836701.019056346	0	qQ1(19)-19,-17	A12 v=0 19 18  1 F1f -19 - X v=0 19 18  1 F1e -17
138BaF	A12	15	-	5	X	17	-	3	11630.6127706112	1585328.24663308	11650.0587452	19.4459745888	1.07099628771176	1585328.24663308	0	qQ1(19)15,17	A12 v=0 19 18  1 F1f 15 - X v=0 19 18  1 F1e 17
138BaF	A12	17	-	3	X	17	-	3	11630.6127706112	6363331.43440221	11650.0587452	19.4459745888	4.29886009928748	6363331.43440221	0	qQ1(19)17,17	A12 v=0 19 18  1 F1f 17 - X v=0 19 18  1 F1e 17
138BaF	A12	-13	-	7	X	-13	-	7	11630.6127706112	3721117.69001375	11650.0587452	19.4459745888	2.51386628643455	3721117.69001375	0	qQ1(19)-13,-13	A12 v=0 19 18  1 F1f -13 - X v=0 19 18  1 F1e -13
138BaF	A12	9	-	11	X	7	-	13	11630.6127706112	3699099.24214385	11650.0587452	19.4459745888	2.49899133799411	3699099.24214385	0	qQ1(19)9,7	A12 v=0 19 18  1 F1f  9 - X v=0 19 18  1 F1e  7
138BaF	A12	-15	-	5	X	-17	-	3	11630.6127706112	1585328.24663308	11650.0587452	19.4459745888	1.07099628771176	1585328.24663308	0	qQ1(19)-15,-17	A12 v=0 19 18  1 F1f -15 - X v=0 19 18  1 F1e -17
138BaF	A12	7	-	13	X	7	-	13	11630.6127706112	1078903.94562529	11650.0587452	19.4459745888	0.728872473581615	1078903.94562529	0	qQ1(19)7,7	A12 v=0 19 18  1 F1f  7 - X v=0 19 18  1 F1e  7
138BaF	A12	7	-	13	X	9	-	11	11630.6127706112	3699099.24214385	11650.0587452	19.4459745888	2.49899133799411	3699099.24214385	0	qQ1(19)7,9	A12 v=0 19 18  1 F1f  7 - X v=0 19 18  1 F1e  9
138BaF	A12	15	-	5	X	13	-	7	11630.6127706112	2245881.68273019	11650.0587452	19.4459745888	1.51724474092499	2245881.68273019	0	qQ1(19)15,13	A12 v=0 19 18  1 F1f 15 - X v=0 19 18  1 F1e 13
138BaF	A12	-13	-	7	X	-11	-	9	11630.6127706112	2818361.32734769	11650.0587452	19.4459745888	1.90399340037646	2818361.32734769	0	qQ1(19)-13,-11	A12 v=0 19 18  1 F1f -13 - X v=0 19 18  1 F1e -11
138BaF	A12	-15	-	5	X	-13	-	7	11630.6127706112	2245881.68273019	11650.0587452	19.4459745888	1.51724474092499	2245881.68273019	0	qQ1(19)-15,-13	A12 v=0 19 18  1 F1f -15 - X v=0 19 18  1 F1e -13
138BaF	A12	-1	-	19	X	-3	-	17	11630.6127706112	4359652.67824096	11650.0587452	19.4459745888	2.94523979120734	4359652.67824096	0	qQ1(19)-1,-3	A12 v=0 19 18  1 F1f -1 - X v=0 19 18  1 F1e -3
138BaF	A12	-13	-	7	X	-15	-	5	11630.6127706112	2245881.68273019	11650.0587452	19.4459745888	1.51724474092499	2245881.68273019	0	qQ1(19)-13,-15	A12 v=0 19 18  1 F1f -13 - X v=0 19 18  1 F1e -15
138BaF	A12	5	-	15	X	3	-	17	11630.6127706112	4227541.99102154	11650.0587452	19.4459745888	2.8559901005647	4227541.99102154	0	qQ1(19)5,3	A12 v=0 19 18  1 F1f  5 - X v=0 19 18  1 F1e  3
138BaF	A12	19	-	1	X	17	-	3	11630.6127706112	836701.019056346	11650.0587452	19.4459745888	0.565248040736763	836701.019056346	0	qQ1(19)19,17	A12 v=0 19 18  1 F1f 19 - X v=0 19 18  1 F1e 17
138BaF	A12	-3	-	17	X	-5	-	15	11630.6127706112	4227541.99102154	11650.0587452	19.4459745888	2.8559901005647	4227541.99102154	0	qQ1(19)-3,-5	A12 v=0 19 18  1 F1f -3 - X v=0 19 18  1 F1e -5
138BaF	A12	-11	-	9	X	-13	-	7	11630.6127706112	2818361.32734769	11650.0587452	19.4459745888	1.90399340037646	2818361.32734769	0	qQ1(19)-11,-13	A12 v=0 19 18  1 F1f -11 - X v=0 19 18  1 F1e -13
138BaF	A12	-3	-	17	X	-1	-	19	11630.6127706112	4359652.67824096	11650.0587452	19.4459745888	2.94523979120734	4359652.67824096	0	qQ1(19)-3,-1	A12 v=0 19 18  1 F1f -3 - X v=0 19 18  1 F1e -1
138BaF	A12	-17	-	3	X	-15	-	5	11630.6127706112	1585328.24663308	11650.0587452	19.4459745888	1.07099628771176	1585328.24663308	0	qQ1(19)-17,-15	A12 v=0 19 18  1 F1f -17 - X v=0 19 18  1 F1e -15
138BaF	A12	3	-	17	X	1	-	19	11630.6127706112	4359652.67824096	11650.0587452	19.4459745888	2.94523979120734	4359652.67824096	0	qQ1(19)3,1	A12 v=0 19 18  1 F1f  3 - X v=0 19 18  1 F1e  1
138BaF	A12	7	-	13	X	5	-	15	11630.6127706112	4007357.5123225	11650.0587452	19.4459745888	2.70724061616028	4007357.5123225	0	qQ1(19)7,5	A12 v=0 19 18  1 F1f  7 - X v=0 19 18  1 F1e  5
138BaF	A12	3	-	17	X	5	-	15	11630.6127706112	4227541.99102154	11650.0587452	19.4459745888	2.8559901005647	4227541.99102154	0	qQ1(19)3,5	A12 v=0 19 18  1 F1f  3 - X v=0 19 18  1 F1e  5
138BaF	A12	1	-	19	X	3	-	17	11630.6127706112	4359652.67824096	11650.0587452	19.4459745888	2.94523979120734	4359652.67824096	0	qQ1(19)1,3	A12 v=0 19 18  1 F1f  1 - X v=0 19 18  1 F1e  3
138BaF	A12	-7	-	13	X	-7	-	13	11630.6127706112	1078903.94562529	11650.0587452	19.4459745888	0.728872473581615	1078903.94562529	0	qQ1(19)-7,-7	A12 v=0 19 18  1 F1f -7 - X v=0 19 18  1 F1e -7
138BaF	A12	17	-	3	X	15	-	5	11630.6127706112	1585328.24663308	11650.0587452	19.4459745888	1.07099628771176	1585328.24663308	0	qQ1(19)17,15	A12 v=0 19 18  1 F1f 17 - X v=0 19 18  1 F1e 15
138BaF	A12	1	-	19	X	1	-	19	11630.6127706112	22018.4478699038	11650.0587452	19.4459745888	0.0148749484404411	22018.4478699038	0	qQ1(19)1,1	A12 v=0 19 18  1 F1f  1 - X v=0 19 18  1 F1e  1
138BaF	A12	13	-	7	X	11	-	9	11630.6127706112	2818361.32734769	11650.0587452	19.4459745888	1.90399340037646	2818361.32734769	0	qQ1(19)13,11	A12 v=0 19 18  1 F1f 13 - X v=0 19 18  1 F1e 11
138BaF	A12	-9	-	11	X	-9	-	11	11630.6127706112	1783494.27746221	11650.0587452	19.4459745888	1.20487082367573	1783494.27746221	0	qQ1(19)-9,-9	A12 v=0 19 18  1 F1f -9 - X v=0 19 18  1 F1e -9
138BaF	A12	-11	-	9	X	-11	-	9	11630.6127706112	2664232.19225837	11650.0587452	19.4459745888	1.79986876129338	2664232.19225837	0	qQ1(19)-11,-11	A12 v=0 19 18  1 F1f -11 - X v=0 19 18  1 F1e -11
138BaF	A12	1	-	19	X	-1	-	19	11630.6127706112	4403689.57398077	11650.0587452	19.4459745888	2.97498968808822	4403689.57398077	0	qQ1(19)1,-1	A12 v=0 19 18  1 F1f  1 - X v=0 19 18  1 F1e -1
138BaF	A12	13	-	7	X	15	-	5	11630.6127706112	2245881.68273019	11650.0587452	19.4459745888	1.51724474092499	2245881.68273019	0	qQ1(19)13,15	A12 v=0 19 18  1 F1f 13 - X v=0 19 18  1 F1e 15
138BaF	A12	-5	-	15	X	-3	-	17	11630.6127706112	4227541.99102154	11650.0587452	19.4459745888	2.8559901005647	4227541.99102154	0	qQ1(19)-5,-3	A12 v=0 19 18  1 F1f -5 - X v=0 19 18  1 F1e -3
138BaF	A12	13	-	7	X	13	-	7	11630.6127706112	3721117.69001375	11650.0587452	19.4459745888	2.51386628643455	3721117.69001375	0	qQ1(19)13,13	A12 v=0 19 18  1 F1f 13 - X v=0 19 18  1 F1e 13
138BaF	A12	-1	-	19	X	1	-	19	11630.6127706112	4403689.57398077	11650.0587452	19.4459745888	2.97498968808822	4403689.57398077	0	qQ1(19)-1,1	A12 v=0 19 18  1 F1f -1 - X v=0 19 18  1 F1e  1
138BaF	A12	-3	-	17	X	-3	-	17	11630.6127706112	198166.030829135	11650.0587452	19.4459745888	0.13387453596397	198166.030829135	0	qQ1(19)-3,-3	A12 v=0 19 18  1 F1f -3 - X v=0 19 18  1 F1e -3
138BaF	A12	11	-	9	X	9	-	11	11630.6127706112	3302767.18048558	11650.0587452	19.4459745888	2.23124226606617	3302767.18048558	0	qQ1(19)11,9	A12 v=0 19 18  1 F1f 11 - X v=0 19 18  1 F1e  9
138BaF	A12	5	-	15	X	5	-	15	11630.6127706112	550461.196747596	11650.0587452	19.4459745888	0.371873711011028	550461.196747596	0	qQ1(19)5,5	A12 v=0 19 18  1 F1f  5 - X v=0 19 18  1 F1e  5
138BaF	A12	-5	-	15	X	-5	-	15	11630.6127706112	550461.196747596	11650.0587452	19.4459745888	0.371873711011028	550461.196747596	0	qQ1(19)-5,-5	A12 v=0 19 18  1 F1f -5 - X v=0 19 18  1 F1e -5
138BaF	A12	-17	-	3	X	-17	-	3	11630.6127706112	6363331.43440221	11650.0587452	19.4459745888	4.29886009928748	6363331.43440221	0	qQ1(19)-17,-17	A12 v=0 19 18  1 F1f -17 - X v=0 19 18  1 F1e -17
138BaF	A12	-9	-	11	X	-7	-	13	11630.6127706112	3699099.24214385	11650.0587452	19.4459745888	2.49899133799411	3699099.24214385	0	qQ1(19)-9,-7	A12 v=0 19 18  1 F1f -9 - X v=0 19 18  1 F1e -7
138BaF	A12	-11	-	9	X	-9	-	11	11630.6127706112	3302767.18048558	11650.0587452	19.4459745888	2.23124226606617	3302767.18048558	0	qQ1(19)-11,-9	A12 v=0 19 18  1 F1f -11 - X v=0 19 18  1 F1e -9
138BaF	A12	-15	-	5	X	-15	-	5	11630.6127706112	4954150.77072837	11650.0587452	19.4459745888	3.34686339909925	4954150.77072837	0	qQ1(19)-15,-15	A12 v=0 19 18  1 F1f -15 - X v=0 19 18  1 F1e -15
138BaF	A12	3	-	17	X	3	-	17	11630.6127706112	198166.030829135	11650.0587452	19.4459745888	0.13387453596397	198166.030829135	0	qQ1(19)3,3	A12 v=0 19 18  1 F1f  3 - X v=0 19 18  1 F1e  3
138BaF	A12	5	-	15	X	7	-	13	11630.6127706112	4007357.5123225	11650.0587452	19.4459745888	2.70724061616028	4007357.5123225	0	qQ1(19)5,7	A12 v=0 19 18  1 F1f  5 - X v=0 19 18  1 F1e  7
138BaF	A12	19	-	1	X	19	-	1	11630.6127706112	7948659.68103529	11650.0587452	19.4459745888	5.36985638699924	7948659.68103529	0	qQ1(19)19,19	A12 v=0 19 18  1 F1f 19 - X v=0 19 18  1 F1e 19
138BaF	A12	17	-	3	X	19	-	1	11630.6127706112	836701.019056346	11650.0587452	19.4459745888	0.565248040736763	836701.019056346	0	qQ1(19)17,19	A12 v=0 19 18  1 F1f 17 - X v=0 19 18  1 F1e 19
138BaF	A12	15	-	5	X	15	-	5	11630.6127706112	4954150.77072837	11650.0587452	19.4459745888	3.34686339909925	4954150.77072837	0	qQ1(19)15,15	A12 v=0 19 18  1 F1f 15 - X v=0 19 18  1 F1e 15
138BaF	A12	9	-	11	X	9	-	11	11630.6127706112	1783494.27746221	11650.0587452	19.4459745888	1.20487082367573	1783494.27746221	0	qQ1(19)9,9	A12 v=0 19 18  1 F1f  9 - X v=0 19 18  1 F1e  9
138BaF	A12	11	-	9	X	13	-	7	11630.6127706112	2818361.32734769	11650.0587452	19.4459745888	1.90399340037646	2818361.32734769	0	qQ1(19)11,13	A12 v=0 19 18  1 F1f 11 - X v=0 19 18  1 F1e 13
138BaF	A12	-1	-	19	X	-1	-	19	11630.6127706112	22018.4478699038	11650.0587452	19.4459745888	0.0148749484404411	22018.4478699038	0	qQ1(19)-1,-1	A12 v=0 19 18  1 F1f -1 - X v=0 19 18  1 F1e -1
138BaF	A12	-9	-	11	X	-11	-	9	11630.6127706112	3302767.18048558	11650.0587452	19.4459745888	2.23124226606617	3302767.18048558	0	qQ1(19)-9,-11	A12 v=0 19 18  1 F1f -9 - X v=0 19 18  1 F1e -11
138BaF	A12	9	-	11	X	11	-	9	11630.6127706112	3302767.18048558	11650.0587452	19.4459745888	2.23124226606617	3302767.18048558	0	qQ1(19)9,11	A12 v=0 19 18  1 F1f  9 - X v=0 19 18  1 F1e 11
138BaF	A12	-17	-	3	X	-19	-	1	11630.6127706112	836701.019056346	11650.0587452	19.4459745888	0.565248040736763	836701.019056346	0	qQ1(19)-17,-19	A12 v=0 19 18  1 F1f -17 - X v=0 19 18  1 F1e -19
138BaF	A12	-19	-	1	X	-19	-	1	11630.6127706112	7948659.68103529	11650.0587452	19.4459745888	5.36985638699924	7948659.68103529	0	qQ1(19)-19,-19	A12 v=0 19 18  1 F1f -19 - X v=0 19 18  1 F1e -19
138BaF	A12	9	-	7	X	11	-	4	11630.6136373215	116845.323433065	11642.6953508	12.081713478528	0.0789368888888889	116845.323433065	0	qR12(13)9,11	A12 v=0 15 14  1 F1f  9 - X v=0 13 14  1 F2f 11
138BaF	A12	9	-	7	X	9	-	6	11630.6136373215	1402143.88119678	11642.6953508	12.081713478528	0.947242666666667	1402143.88119678	0	qR12(13)9,9	A12 v=0 15 14  1 F1f  9 - X v=0 13 14  1 F2f  9
138BaF	A12	9	-	7	X	7	-	8	11630.6136373215	2570597.11552743	11642.6953508	12.081713478528	1.73661155555556	2570597.11552743	0	qR12(13)9,7	A12 v=0 15 14  1 F1f  9 - X v=0 13 14  1 F2f  7
138BaF	A12	3	-	13	X	1	-	14	11630.6136373215	1402143.88119678	11642.6953508	12.081713478528	0.947242666666667	1402143.88119678	0	qR12(13)3,1	A12 v=0 15 14  1 F1f  3 - X v=0 13 14  1 F2f  1
138BaF	A12	-9	-	7	X	-9	-	6	11630.6136373215	1402143.88119678	11642.6953508	12.081713478528	0.947242666666667	1402143.88119678	0	qR12(13)-9,-9	A12 v=0 15 14  1 F1f -9 - X v=0 13 14  1 F2f -9
138BaF	A12	-11	-	5	X	-9	-	6	11630.6136373215	3037978.40925969	11642.6953508	12.081713478528	2.05235911111111	3037978.40925969	0	qR12(13)-11,-9	A12 v=0 15 14  1 F1f -11 - X v=0 13 14  1 F2f -9
138BaF	A12	11	-	5	X	9	-	6	11630.6136373215	3037978.40925969	11642.6953508	12.081713478528	2.05235911111111	3037978.40925969	0	qR12(13)11,9	A12 v=0 15 14  1 F1f 11 - X v=0 13 14  1 F2f  9
138BaF	A12	7	-	9	X	5	-	10	11630.6136373215	2142164.26293953	11642.6953508	12.081713478528	1.4471762962963	2142164.26293953	0	qR12(13)7,5	A12 v=0 15 14  1 F1f  7 - X v=0 13 14  1 F2f  5
138BaF	A12	-9	-	7	X	-7	-	8	11630.6136373215	2570597.11552743	11642.6953508	12.081713478528	1.73661155555556	2570597.11552743	0	qR12(13)-9,-7	A12 v=0 15 14  1 F1f -9 - X v=0 13 14  1 F2f -7
138BaF	A12	-5	-	11	X	-3	-	12	11630.6136373215	1752679.85149598	11642.6953508	12.081713478528	1.18405333333333	1752679.85149598	0	qR12(13)-5,-3	A12 v=0 15 14  1 F1f -5 - X v=0 13 14  1 F2f -3
138BaF	A12	13	-	3	X	13	-	2	11630.6136373215	545278.176020971	11642.6953508	12.081713478528	0.368372148148148	545278.176020971	0	qR12(13)13,13	A12 v=0 15 14  1 F1f 13 - X v=0 13 14  1 F2f 13
138BaF	A12	-1	-	15	X	1	-	14	11630.6136373215	1090556.35204194	11642.6953508	12.081713478528	0.736744296296296	1090556.35204194	0	qR12(13)-1,1	A12 v=0 15 14  1 F1f -1 - X v=0 13 14  1 F2f  1
138BaF	A12	15	-	1	X	13	-	2	11630.6136373215	4089586.32015728	11642.6953508	12.081713478528	2.76279111111111	4089586.32015728	0	qR12(13)15,13	A12 v=0 15 14  1 F1f 15 - X v=0 13 14  1 F2f 13
138BaF	A12	-7	-	9	X	-9	-	6	11630.6136373215	233690.64686613	11642.6953508	12.081713478528	0.157873777777778	233690.64686613	0	qR12(13)-7,-9	A12 v=0 15 14  1 F1f -7 - X v=0 13 14  1 F2f -9
138BaF	A12	-3	-	13	X	-5	-	10	11630.6136373215	584226.617165326	11642.6953508	12.081713478528	0.394684444444444	584226.617165326	0	qR12(13)-3,-5	A12 v=0 15 14  1 F1f -3 - X v=0 13 14  1 F2f -5
138BaF	A12	-1	-	15	X	-1	-	14	11630.6136373215	2181112.70408388	11642.6953508	12.081713478528	1.47348859259259	2181112.70408388	0	qR12(13)-1,-1	A12 v=0 15 14  1 F1f -1 - X v=0 13 14  1 F2f -1
